ID,ZONAS VIBRA,DIRECCION,Latitud,Longitud,dist_zona1,dist_zona2,dist_zona3,dist_zona4,dist_zona5,dist_zona6,dist_zona7,dist_zona8,dist_zona9,dist_zona10,dist_zona11,dist_zona12,dist_zona13,dist_zona14,dist_zona15,dist_zona16,dist_zona17,dist_zona18,dist_zona19,dist_zona20,dist_zona21,dist_zona22,dist_zona23,dist_zona24,dist_zona25,dist_zona26,dist_zona27,dist_zona28,dist_zona29,dist_zona30,dist_zona31,dist_zona32,dist_zona33,dist_zona34,dist_zona35,dist_zona36,dist_zona37,dist_zona38,dist_zona39,dist_zona40,dist_zona41,dist_zona42,dist_zona43,dist_zona44,dist_zona45,dist_zona46,dist_zona47,dist_zona48,dist_zona49,dist_zona50,dist_zona51,dist_zona52,dist_zona53,dist_zona54,dist_zona55,dist_zona56,dist_zona57,dist_zona58,dist_zona59,dist_zona60,dist_zona61,dist_zona62,dist_zona63,dist_zona64,dist_zona65,dist_zona66,dist_zona67,dist_zona68,dist_zona69,dist_zona70,dist_zona71,dist_zona72,dist_zona73,dist_zona74,dist_zona75,dist_zona76,dist_zona77,dist_zona78,dist_zona79,dist_zona80,dist_zona81,dist_zona82,dist_zona83,dist_zona84,dist_zona85,dist_zona86,dist_zona87,dist_zona88,dist_zona89,dist_zona90,dist_zona91,dist_zona92,dist_zona93,dist_zona94,dist_zona95,dist_zona96,dist_zona97,dist_zona98,dist_zona99,dist_zona100,dist_zona101,dist_zona102,dist_zona103,dist_zona104,dist_zona105,dist_zona106,dist_zona107,dist_zona108,dist_zona109,dist_zona110,dist_zona111,dist_zona112,dist_zona113,dist_zona114,dist_zona115,dist_zona116,dist_zona117,dist_zona118,dist_zona119,dist_zona120,dist_zona121,dist_zona122,dist_zona123,dist_zona124,dist_zona125,dist_zona126,dist_zona127,dist_zona128,dist_zona129,dist_zona130,dist_zona131,dist_zona132,dist_zona133,dist_zona134,dist_zona135,dist_zona136,dist_zona137,dist_zona138,dist_zona139,dist_zona140,dist_zona141,dist_zona142,dist_zona143,dist_zona144,dist_zona145,dist_zona146,dist_zona147,dist_zona148,dist_zona149,dist_zona150
122,VEREDA AURES DE SAN JUAN DE LA CHINA,Correg 11,4.530640474,-75.07494214,20477.60393,20479.91009,21324.33226,21124.16335,20860.24311,20936.94133,21330.33442,20671.81596,20757.95184,20119.27673,20189.7022,20814.74576,20791.10403,20753.74884,20787.28688,20709.2035,20419.95855,18758.16986,19334.44949,19499.13361,17598.04505,18197.47953,17663.33497,16141.49674,17230.1102,16847.41105,16492.91229,16214.96612,16178.66209,16535.6584,17119.36678,11894.72395,11879.35264,11444.31677,10506.0795,10343.5638,10577.51266,10983.80564,10310.06508,10457.22997,13269.94717,12850.33067,10936.76666,13094.00021,14114.01164,14627.26226,15414.30408,15294.54949,20789.50041,23142.41387,14634.67518,15560.22991,16458.60081,17371.42959,16038.70164,16384.03265,17094.28438,16825.66964,16762.33392,16928.60745,16734.70564,20094.28529,19475.43856,18919.0998,19265.48749,19591.14401,20017.61429,21113.14585,20875.63994,20978.67907,20953.90174,12856.07845,19274.45538,19748.09534,19358.3778,20978.67907,21393.66618,20255.89378,20965.2663,21289.78811,21142.10024,21151.53754,21419.52053,21872.58235,21616.45858,20768.92821,22112.82969,21520.24277,23126.51383,23286.74046,24687.50838,40076.64403,36633.2605,29506.95972,23837.30294,27652.11459,31689.6877,37111.23533,41251.01973,36724.65651,30638.54644,37110.01316,18331.05159,25355.0161,26181.93501,23846.47064,25017.80146,23827.16451,23570.17438,21763.85053,19505.07841,16146.91395,21059.93794,22793.64516,7557.684195,7559.384458,23482.77326,1201.223503,21326.80389,25892.36797,26250.67322,0,21991.57833,18028.88138,17693.7116,24307.68916,7027.404489,21251.00421,8947.068358,6138.932738,25130.73538,30887.52706,13374.66284,23570.17438,6455.330101,47546.52933,49843.34193,25733.62458,26554.1246,21076.4052,22429.93357,1273.511318,23924.67685,24567.71212,25610.25759,25115.91771,19651.5562,20688.09807,2086.126725,9434.232107
123,BUENOS AIRES,Correg 14,4.331913,-75.082526,21534.3204,20724.92006,21935.01288,21763.26577,21195.84471,21743.7522,22379.87831,21238.76858,21514.64011,20494.26772,20210.29585,21035.76892,21096.61762,21897.94817,22683.98109,22218.33034,22545.93948,19777.75064,20237.24808,20253.3702,18686.36459,19256.69839,18872.06635,17359.69311,17898.87473,17874.48459,17296.74351,19437.33198,19189.78585,19154.40171,18998.46604,14724.4807,14812.71703,14658.6381,14335.07664,14454.27642,14451.15049,14385.12265,14375.12136,14739.84419,15857.39044,15251.66259,14566.97645,15522.80924,14322.44824,16010.18803,15705.81407,15251.0809,9525.862873,11692.89121,15382.98293,10856.67419,10063.44698,17214.01199,11564.34263,11632.50899,17062.15382,17007.47104,11846.93825,16868.52126,15194.9536,19580.84045,19604.55901,18664.19562,18513.47403,19670.3498,18711.81156,19656.43258,19415.01954,19847.63885,19839.60608,12220.41939,18507.36451,18645.33437,18373.51558,19847.63885,20352.07542,19425.70494,20704.25207,20802.89344,20682.76379,21282.27145,20077.97539,20658.96084,21410.04578,21605.04516,21084.62594,20850.56421,21826.56261,20853.72182,22007.68661,33839.81041,31515.00524,25633.98197,14743.60765,24095.15716,32653.58363,41801.18334,45989.81688,43989.32041,17997.96941,41805.91394,24155.01877,12164.8826,33124.63919,28531.86501,31045.46699,28432.27763,26313.70027,24597.021,24952.49893,17369.84502,14907.03245,12394.81852,14891.41918,14886.65772,27023.08308,23177.84651,23156.30913,23869.86211,22467.65531,21991.57833,0,21371.81466,22428.17446,31019.58645,19971.59281,21596.48572,18727.72821,16911.20404,22679.77855,26226.41793,15384.24869,26313.70027,16834.44614,39123.01079,49764.17628,5211.390224,6787.735061,8189.325902,16234.32193,23257.43121,8821.059602,38636.25475,31235.15074,31262.77944,18134.56556,19855.85993,21671.96449,24255.12883
124,VEREDA CALAMBEO,Correg 10,4.463915959,-75.22316732,2627.572781,3040.932156,3434.653539,3266.223085,3204.192816,3064.31972,3339.441744,2972.344436,2947.991104,2801.486653,3078.495994,3234.608788,3176.443769,2815.707129,2760.522355,2702.75008,2395.776824,2130.421655,2200.158924,2345.901892,2727.056536,2325.704896,2547.976651,4098.579144,3483.324932,3500.686438,4097.842913,2308.720479,2503.092554,2366.93502,2377.691927,8813.067544,8744.836749,9264.775003,10501.32516,10549.53165,10304.92062,9962.33392,10670.21533,10138.92183,6794.875951,7602.326853,9827.357507,7197.049299,7693.941469,5874.063215,5854.391973,6326.569584,12942.62655,12918.44969,6444.482616,10723.84023,11361.75477,4197.671877,9874.373597,9760.762329,4319.52858,4364.344844,9525.188071,4505.402323,6177.802541,3475.520511,2879.917283,3341.179477,3728.722399,2925.855154,4151.658348,4452.090984,4386.659625,4171.037681,4150.594049,10675.31494,3741.116813,3981.690732,3930.618809,4171.037681,4279.893446,3759.700951,3588.872283,3893.808706,3798.131436,3490.476562,4486.561786,4631.200009,3957.906984,2925.677482,4675.680468,4126.297411,5507.964883,6143.874349,7244.053004,22230.06133,18726.44404,11741.54463,11106.17054,9996.767679,14138.04311,21557.60497,25869.34183,22953.41652,17047.1525,21559.94564,2966.699256,14795.76291,11833.48499,7525.04545,9831.3361,7445.867722,6057.391137,4080.274076,3586.599642,4087.777434,8404.788595,12018.43947,18297.0402,18289.92836,6371.219147,18416.98306,3314.01935,8046.056108,8902.16487,18028.88138,21371.81466,0,1343.894781,9693.227374,11002.1587,3468.476137,9192.362051,13410.82005,7510.33063,13191.53978,7129.730087,6057.391137,13018.99315,29883.29733,32573.27517,26583.07035,28140.67316,14257.98803,8488.832447,18500.75249,16019.21612,18448.80858,10128.1104,10034.69012,4377.146736,3859.378086,16021.21825,10729.593
125,VEREDA ANCON TESORITO,Correg 10,4.475961,-75.224778,3630.206525,4218.512668,4337.44217,4210.050787,4282.987986,4010.072695,4108.954942,4046.234758,3954.407936,4031.034292,4336.146071,4345.978935,4276.843097,3710.422077,3351.928363,3480.868911,2993.569756,3474.301291,3506.92471,3640.759244,3949.153515,3636.278333,3781.480523,5069.656177,4646.170082,4593.41112,5140.514671,3032.149773,3272.222811,3274.353599,3488.204381,9320.462322,9244.832433,9733.513625,10912.80317,10941.69479,10714.63753,10408.3835,11064.8857,10520.51218,7377.681736,8178.705267,10258.08922,7783.716894,8476.620787,6649.702902,6769.478221,7238.174384,14181.30758,14239.37416,7255.578821,11676.9431,12377.27238,5382.762315,10878.49353,10795.78009,5466.090809,5470.677456,10594.98615,5628.746849,7278.538859,4783.510745,4210.561889,4679.591386,5071.55519,4249.911164,5489.116926,5717.402792,5675.244729,5426.529055,5407.619025,11371.34096,5083.999151,5323.737784,5273.534887,5426.529055,5473.065788,5069.185996,4750.336403,5031.301479,4957.08409,4546.878708,5707.283004,5776.428716,4986.600722,3908.054531,5759.006497,5251.683595,6482.887677,7255.185144,8232.968151,22881.46179,19350.51374,12508.18639,12449.92038,10842.71266,14122.41318,21038.34527,25348.96475,22178.57641,18347.48423,21040.05295,1735.103109,16133.27412,10972.71111,6953.024344,9059.832046,6889.566886,5950.658106,4074.936091,2616.073983,5059.410432,9738.930127,13344.37453,18520.01964,18513.17959,6056.568142,17999.54529,3793.78151,8817.727437,9882.912331,17693.7116,22428.17446,1343.894781,0,8812.380236,10688.68239,4455.766803,9049.737219,13441.20935,8422.165766,13977.82577,7763.265459,5950.658106,13058.96184,30599.96089,32501.68849,27637.67024,29176.153,15477.68579,9830.254041,18080.03482,17306.026,17132.43532,9426.078044,9249.01425,5720.854256,5125.222233,15648.35454,9893.571669
126,RETIRO RESBALON,Vereda,4.515908,-75.293487,9741.493099,10632.28903,9610.036394,9718.831775,10249.28569,9666.533733,9106.428203,10131.96837,9856.327596,10771.21164,11100.16994,10409.85288,10333.24335,9428.222031,8563.168092,9057.081332,8614.884845,11270.33868,10867.66764,10880.41699,12336.99434,11766.10421,12150.90297,13785.07489,13131.58607,13186.34352,13790.37728,11830.67149,12063.96979,12013.94616,12067.50708,18039.017,17958.90503,18416.48421,19523.17275,19530.31147,19326.3207,19061.43426,19654.23791,19104.75311,16158.14208,16949.75934,18898.59088,16562.51525,17287.15931,15458.75563,15529.20261,16001.27172,22227.73577,21596.7774,16059.4194,20415.68932,21048.35578,13806.34827,19565.21234,19442.78554,13965.90042,14037.29257,19188.95452,14166.77464,15838.41923,11751.40295,11562.75635,12444.0592,12667.10018,11518.7946,12659.88966,12064.67675,12223.27241,11793.2062,11791.19548,20173.95021,12675.46226,12648.95841,12834.97324,11793.2062,11427.01254,11971.65656,10838.86924,10872.43927,10939.33179,10271.89046,11745.571,11334.13269,10345.71621,9759.63923,10988.80709,10930.64909,10802.05301,12043.60549,11888.55254,21248.47363,17883.33348,13317.65757,19092.32138,12672.32263,9265.273303,12848.11398,17073.65916,13400.49784,23323.08743,12847.63821,7218.887642,23068.46131,2162.35934,3016.799254,983.3838278,3133.636513,5680.576335,6728.601698,6196.77802,13774.36381,17089.53037,20656.4115,26715.47493,26709.29168,4709.509755,24268.9166,8218.378869,10906.68185,12931.50641,24307.68916,31019.58645,9693.227374,8812.380236,0,17849.18663,9961.212231,16806.02979,21347.44593,11526.17189,14581.82204,16559.08557,5680.576335,21001.3654,28960.01573,25879.73102,36226.57283,37800.58191,23599.35801,16505.3305,24331.3088,24968.09399,11856.62468,1653.016293,937.1196611,13162.30379,11662.66623,22231.99374,15030.01188
127,WIFI EN EL SECTOR DE SINAI,Correg. 13,4.5052683,-75.133,13469.7449,13510.83809,14315.93446,14118.51992,13874.02022,13928.94636,14309.90673,13679.57277,13755.45287,13155.63174,13247.30729,13835.85798,13808.43554,13738.3536,13760.0314,13686.22902,13392.60437,11811.01126,12368.58841,12536.0717,10723.10878,11280.00478,10770.18183,9421.387748,10444.83804,10058.02971,9787.103945,9242.663758,9225.545826,9591.861023,10201.45985,6330.498842,6274.711088,6070.343791,5818.850667,5671.82602,5759.033699,5984.516102,5723.507971,5500.495065,6984.070352,6833.576964,5840.908828,6941.478905,8258.790269,8207.385685,9043.15983,9046.352273,15927.80229,17791.41394,8385.932417,10801.79497,11826.60408,10692.55586,10909.34359,11179.71275,10436.07518,10173.25261,11439.4217,10301.9474,10456.80371,13200.5892,12561.12255,12081.92893,12456.45853,12674.49147,13210.7276,14246.8629,14024.2535,14090.07106,14065.16271,8313.911885,12466.43668,12939.54736,12569.2144,14090.07106,14476.6569,13381.91579,14010.02271,14337.06301,14193.20307,14167.39093,14525.97674,14947.67678,14636.50558,13763.17423,15165.5441,14570.94203,16163.46556,16397.36568,17764.61357,33107.07781,29644.19388,22543.79305,17864.48102,20706.7614,24752.55651,30693.92035,34919.37965,30793.91949,24718.88188,30693.63523,11433.6742,20063.68612,19850.41285,17057.15273,18468.3725,17027.6444,16600.8708,14763.36626,12623.59006,9425.156635,14904.73135,17258.87777,9443.26801,9438.730233,16566.6423,7456.701215,14299.57303,18903.7726,19357.81189,7027.404489,19971.59281,11002.1587,10688.68239,17849.18663,0,14254.26107,2152.404042,4039.95709,18180.16249,23943.67373,7236.666154,16600.8708,3835.6174,40638.14117,43017.7159,24616.82344,25798.70236,16587.89851,16093.83526,7543.832389,19350.9251,20515.06875,19018.76735,18590.90582,12902.41199,13789.05572,5031.281346,4603.486087
128,VEREDA COLEGIO SECTOR SINAI,Correg. 13,4.440663,-75.244141,842.4023783,968.6618112,353.2421681,287.1689764,462.7079841,459.0697242,855.006164,588.087198,520.6690943,1314.785165,1474.049389,595.4911449,562.7628535,784.983824,1566.070284,1136.357265,1740.313617,2638.465493,2006.382922,1868.569955,4011.285973,3291.875111,3876.62991,5797.774967,4698.028331,4986.812982,5573.217618,5047.05664,5109.446586,4776.996187,4284.761429,11033.67648,10983.59107,11536.4753,12827.15924,12908.91892,12641.51908,12245.20629,13020.64779,12532.75035,9007.092481,9762.705815,12144.6624,9367.84106,9373.062584,7765.199937,7377.065191,7793.455956,12426.43546,11635.80602,8176.615615,11671.9065,12045.39737,5059.162679,10690.66628,10465.56278,5329.241318,5532.871912,10104.36777,5565.860575,6991.274136,2040.855018,2243.143706,3195.160568,3189.284216,2138.899312,2884.880035,2103.824824,2276.304962,1839.273226,1839.440318,12381.69158,3191.989873,2968.111747,3289.045149,1839.273226,1481.57217,2171.79482,902.9172275,916.8193602,978.8221831,318.7977776,1800.664073,1524.627727,548.7534777,549.9429529,1359.118156,1022.055113,2043.534009,2849.734905,3789.36742,18862.05022,15389.99059,8321.677079,9205.373973,6542.023734,11869.40002,20312.28746,24568.3978,22416.75507,14328.56106,20316.26802,5358.2339,13153.21797,11893.57856,7134.789692,9751.969408,7024.767889,4728.079025,3232.855233,5180.275293,5788.091869,7149.701782,10695.35026,20790.92239,20783.43047,5506.871633,21706.85269,1751.931206,4651.836696,5446.074848,21251.00421,21596.48572,3468.476137,4455.766803,9961.212231,14254.26107,0,12320.53326,16265.22512,4043.118801,9755.396845,9209.046597,4728.079025,15866.91581,26463.70892,30194.46771,26747.78818,28369.44056,13818.46577,6574.703538,21792.89953,15021.67909,20358.32217,9819.330982,9981.430006,3469.381694,1756.073731,19285.26664,14197.55492
129,CARRIZALES,Vereda,4.48949,-75.144357,11561.39348,11535.49119,12407.42017,12203.6415,11922.5467,12020.08759,12440.56164,11738.32466,11834.06599,11173.78749,11242.70731,11873.4358,11851.54874,11851.15218,11948.13246,11831.45583,11586.43934,9811.181959,10389.81007,10553.7875,8665.056736,9252.714878,8724.127254,7297.421087,8343.38959,7957.248543,7660.591599,7275.948995,7233.341915,7588.890908,8173.921161,4442.366724,4374.03881,4284.377412,4393.549007,4279.180103,4277.620543,4382.264698,4365.047097,3990.190163,4853.664391,4766.091414,4210.553769,4837.64955,6200.95142,6056.667949,6893.459692,6906.93829,13991.54807,15741.38698,6249.929039,8986.970843,10019.72623,8562.250195,8985.173273,9229.794671,8301.342041,8036.973294,9454.758764,8161.926778,8310.166631,11157.10214,10532.02796,10005.25042,10367.87651,10647.2893,11122.37556,12187.68123,11956.97476,12043.96425,12019.1202,6687.258507,10377.4583,10851.48291,10473.11293,12043.96425,12450.59719,11326.29053,12018.45922,12342.80375,12195.0336,12212.44532,12483.35735,12928.02591,12675.06369,11849.14565,13165.79503,12573.17493,14180.14062,14353.28835,15744.26841,31129.79881,27691.12904,20560.03203,15728.7364,18705.62451,23172.1216,29583.99211,33852.20128,29997.75845,22580.01348,29584.38417,10016.93512,18013.39413,18881.44673,15709.93006,17341.22186,15668.98303,15000.39532,13101.34034,11211.52403,7301.619267,12759.05719,15180.57053,9946.024974,9940.194946,15058.51644,9489.629089,12506.37788,16952.77169,17317.39603,8947.068358,18727.72821,9192.362051,9049.737219,16806.02979,2152.404042,12320.53326,0,4542.479914,16183.72428,21941.50715,5131.164749,15000.39532,4196.068587,38611.82619,41536.29997,23555.19513,24824.34417,14732.03255,13941.4315,9579.521481,17446.88707,20742.44094,17848.82751,17483.27388,10793.59757,11749.60243,7043.52113,5535.710986
130,SECTOR RURAL VDA FLOR,Vereda La Flor,4.483333,-75.103889,15573.56081,15395.75656,16404.05071,16190.82477,15834.08813,16022.79964,16510.48633,15677.27475,15814.47319,15025.18221,15028.05713,15759.38664,15751.53994,15898.57669,16116.66654,15935.82673,15768.34692,13649.3417,14268.75417,14419.31803,12351.49325,13025.8697,12452.98217,10702.6976,11840.59984,11478.08295,11021.91413,11284.77981,11184.44222,11497.10373,11986.89764,5921.524129,5921.610139,5434.847145,4393.334067,4234.419984,4481.925793,4904.138988,4191.104309,4395.429447,7573.804658,7016.138103,4880.467469,7321.736262,8149.226222,8955.941948,9672.687165,9477.065857,14669.99258,17003.83862,8843.112051,9427.534932,10341.56592,11837.31722,9902.131687,10249.86053,11545.81838,11279.9235,10634.81432,11351.69869,10890.63805,14814.79868,14258.62948,13560.79618,13851.4712,14376.94166,14582.03648,15755.48115,15495.40547,15668.35262,15644.37807,6720.787273,13858.62105,14321.40155,13911.68308,15668.35262,16138.44984,14931.87264,15823.82315,16133.45357,15977.39721,16109.92711,16110.50962,16627.25227,16547.66837,15844.50134,16923.51078,16348.71272,17967.70123,17935.36325,19390.43158,34789.55483,31437.8935,24267.36393,17776.61545,22377.36723,27523.02638,34123.95605,38394.15483,34507.25049,24542.21523,34124.40043,14516.90584,19216.68156,23417.66886,20213.43536,21882.67044,20168.76526,19368.9492,17430.52173,15707.3055,10710.03124,15081.77092,16664.10293,5476.467876,5471.265144,19490.99777,7116.667957,16693.52703,20788.45385,20865.82167,6138.932738,16911.20404,13410.82005,13441.20935,21347.44593,4039.95709,16265.22512,4542.479914,0,19901.85293,25578.19111,7577.430365,19368.9492,398.8555255,42071.22916,45935.29716,21243.52226,22312.92467,15012.80712,16522.78941,7210.124376,17860.70517,24552.91237,22386.83959,22025.43022,14141.91688,15406.53758,5027.783678,8587.94682
131,LOS TUNELES BOQUERON,Los Tuneles,4.414478,-75.269565,4882.778154,4675.473937,4096.94426,4248.907293,4355.800178,4451.71998,4325.259843,4572.174615,4563.753064,5025.797961,4941.034391,4370.06179,4407.895837,4726.808696,5141.215932,4942.523518,5468.29348,6373.869555,5812.945519,5644.615822,7571.656443,6939.095664,7488.373292,9206.822312,8064.818512,8423.991748,8902.701442,8938.101851,8957.948932,8596.793312,8014.210578,14341.36239,14305.81922,14859.42468,16144.57719,16248.21469,15972.47189,15550.52401,16350.14211,15907.96662,12408.71792,13090.15905,15477.93356,12723.39033,12400.53041,11061.23203,10486.07501,10819.96118,13161.28806,11507.61653,11337.99113,13946.10926,14052.37344,8153.665623,12928.14791,12625.26824,8449.374079,8703.098786,12187.55734,8667.179082,9672.380908,5088.001732,5669.541896,6346.769346,6088.084558,5552.248868,5398.860085,4178.812902,4453.567613,4237.786294,4261.395478,15246.32981,6082.472253,5641.065581,6058.763911,4237.786294,3765.5538,4974.152672,4170.206128,3843.598073,3989.379124,4059.964832,3798.093158,3277.958105,3583.788575,4584.803767,3017.957948,3611.226067,2027.224578,2087.352853,675.9548225,14948.6957,11542.79968,4381.053247,8521.501973,2527.159364,9980.617641,19401.4811,23464.68962,22312.76882,11797.75943,19407.42152,9024.863262,12390.50745,13037.92742,8514.461646,10990.2044,8398.527584,5883.107233,5715.261979,8509.255052,9199.055678,7800.042884,10622.17359,24087.39629,24079.67201,6862.216879,25635.90198,4870.453245,1191.808791,1558.864626,25130.73538,22679.77855,7510.33063,8422.165766,11526.17189,18180.16249,4043.118801,16183.72428,19901.85293,0,5763.572695,12515.73717,5883.107233,19503.43824,22468.52003,27592.55994,27639.57078,29302.17887,14527.46307,6466.704417,25723.46057,14977.86842,22942.16696,10802.51626,11216.75193,5925.427301,4495.385873,23201.16755,18236.45662
132,LA LOMA,Vereda La Loma del Corregimiento de Coello Cocora,4.38546,-75.3127,10580.59286,10437.09222,9757.442101,9932.318314,10099.50244,10132.32666,9890.685191,10307.78159,10271.59878,10789.11491,10700.66894,10123.70189,10157.35233,10376.71765,10626.68453,10530.88805,10984.46311,12135.44694,11576.28785,11408.13673,13303.78131,12690.28546,13229.8416,14878.65598,13746.64189,14116.95032,14556.29385,14701.65895,14720.44936,14357.92985,13768.16155,19897.32025,19869.34184,20416.71568,21684.88341,21799.00689,21521.68323,21090.91347,21894.74815,21480.57311,18031.35523,18671.81188,21033.5452,18322.47284,17849.57534,16661.06585,16021.04594,16309.45449,16882.57812,14539.60425,16875.37801,18885.38516,18792.85452,13753.65673,17886.44702,17545.32863,14047.85122,14310.541,17078.63186,14252.17253,15042.79026,10807.29838,11413.82759,12028.6164,11726.9084,11297.6415,10997.76937,9827.281919,10083.88658,9932.489165,9956.9615,20537.92139,11719.68379,11257.13021,11668.14561,9932.489165,9497.274974,10665.2044,9933.651682,9606.72771,9751.417922,9803.636756,9489.440739,9016.002808,9328.985787,10280.9498,8779.223451,9373.428312,7784.614511,7644.396036,6206.740523,9213.725667,5915.130161,1479.104842,11487.457,3237.077212,8688.132142,18335.64766,21860.75354,22235.537,11266.08267,18344.09122,14286.67734,14554.49583,15418.64181,11904.9354,13769.21506,11809.18985,9825.591144,10591.13945,13533.79893,14871.58961,12137.52279,13840.82152,29552.64019,29544.80934,10648.59807,31399.19785,10226.26526,5161.531741,4726.567445,30887.52706,26226.41793,13191.53978,13977.82577,14581.82204,23943.67373,9755.396845,21941.50715,25578.19111,5763.572695,0,18096.27243,9825.591144,25181.00564,16711.30456,23561.85181,30830.91876,32500.10972,18109.55763,10517.47482,31486.82296,17716.69394,26438.13896,13328.99497,13956.7791,11459.85265,10212.05482,28963.72721,23865.46621
133,LA MARIA PARTE BAJA KM 9- VILLA RESTREPO CAÑON DEL COMBEIMA,Cruzando El Puente de Puerto Per??ó a Mano Izquierda Vereda La Maria,4.44634,-75.16136,8655.450173,8265.746244,9418.703392,9200.75633,8751.117303,9065.312367,9642.435071,8640.053802,8832.370623,7901.761818,7825.518116,8645.81031,8656.778332,9022.704273,9468.525833,9163.839349,9173.575993,6591.409947,7225.292841,7347.863895,5201.876675,5928.410338,5347.28636,3411.407733,4530.77686,4222.9029,3657.813402,4829.716856,4626.728825,4796.494375,5050.836153,1834.341029,1792.9458,2348.244172,3639.795525,3736.294245,3462.183514,3049.450038,3841.373674,3392.713029,474.3916942,575.7373739,2965.624517,295.3866881,1198.466342,1459.907428,2097.484994,1920.877248,9081.360004,10635.08964,1268.904037,4631.599919,5593.791347,4362.584575,4256.30283,4405.533015,4066.798773,3812.937506,4521.843967,3852.444144,3360.042868,7493.175881,7027.959132,6202.457145,6428.888513,7143.738169,7124.148248,8336.965159,8063.706998,8292.464891,8269.802813,3616.881698,6434.189334,6876.163749,6458.978034,8292.464891,8801.012257,7562.811414,8610.993648,8893.674347,8734.289194,8996.315769,8725.47625,9286.612051,9385.923371,8884.346271,9627.231256,9086.345777,10673.9001,10486.79169,11961.66213,27289.3958,23990.76793,16831.77311,10648.83972,14934.32883,20978.00122,28686.63427,32998.65463,29940.5697,17506.11916,28688.93078,9352.660023,12904.02037,18721.40595,14631.52911,16822.49496,14556.96291,13108.91182,11135.37373,10374.03176,3421.039428,7741.454653,10053.38264,11609.88397,11602.2793,13492.91481,14131.49785,10053.30746,13487.5382,13370.35516,13374.66284,15384.24869,7129.730087,7763.265459,16559.08557,7236.666154,9209.046597,5131.164749,7577.430365,12515.73717,18096.27243,0,13108.91182,7189.11351,34505.99424,39375.41492,20513.28202,21961.33706,9988.037077,9058.227989,14225.31889,12565.41036,23254.14688,17176.05457,17012.26865,6637.436964,8064.328504,11723.85821,10040.22103
134,RAMOS Y ASTILLEROS,Sector Principal,4.4670563,-75.2776566,4817.832864,5590.868243,4383.791176,4550.877974,5118.22913,4572.696742,3934.165665,5078.776171,4805.45649,5839.126393,6108.258361,5278.783072,5217.176237,4441.494136,3743.438874,4159.046858,3980.138682,6780.248554,6217.982532,6163.65386,8107.947126,7408.197725,7931.894438,9840.931919,8903.167121,9088.312055,9719.613872,8348.016888,8520.822154,8316.369998,8092.894105,14841.66404,14776.46172,15304.47737,16551.79995,16603.04246,16356.01386,16006.26314,16723.23337,16194.10872,12805.81681,13608.72439,15875.21239,13202.07551,13530.4647,11765.7019,11574.52939,12030.35801,17142.79108,16198.73837,12281.36889,16191.22056,16648.43442,9438.090302,15242.23116,15047.39191,9667.945096,9817.973191,14715.31902,9897.960285,11474.28792,6733.030659,6760.706864,7728.649924,7823.626449,6682.348133,7606.338381,6765.235441,6973.882272,6533.428216,6537.52289,16558.52112,7828.65807,7668.542864,7951.744601,6533.428216,6080.888072,6891.85322,5628.813725,5571.646703,5674.392797,5045.567363,6385.947943,5887.835891,4983.519048,4717.367655,5500.368794,5570.022461,5167.52875,6406.253241,6213.98464,17884.99888,14342.34153,8404.231677,13546.18031,7351.730801,8171.806367,15729.73544,20020.71467,17688.91349,17662.71388,15733.03652,5317.498424,17530.42882,7376.670423,2667.084255,5251.856345,2549.91952,0,1979.962819,4237.300312,9830.138613,11807.71102,15260.47621,24346.17833,24339.11994,979.7733694,23813.24873,3204.725381,5399.845676,7345.595935,23570.17438,26313.70027,6057.391137,5950.658106,5680.576335,16600.8708,4728.079025,15000.39532,19368.9492,5883.107233,9825.591144,13108.91182,0,18983.05191,25709.60682,26566.62275,31472.32006,33090.99061,18536.99814,11028.38994,23890.52725,19634.84235,17114.06249,5201.768916,5483.668783,8179.245224,6482.395662,21506.49157,15210.60597
